iter	Logloss
956	0.5874763094
957	0.5874616171
958	0.5874491685
959	0.5874378985
960	0.58742717
961	0.5874172946
962	0.5874055639
963	0.5873963547
964	0.5873863525
965	0.5873745384
966	0.5873638087
967	0.5873513857
968	0.5873477158
969	0.5873368622
970	0.5873227141
971	0.5873140141
972	0.5873040616
973	0.5872917267
974	0.5872821539
975	0.5872682583
976	0.5872565655
977	0.5872446598
978	0.5872338589
979	0.5872233861
980	0.587207103
981	0.5871934987
982	0.5871829469
983	0.5871716201
984	0.5871594001
985	0.5871501999
986	0.5871423139
987	0.5871355246
988	0.5871211051
989	0.5871108154
990	0.587098711
991	0.5870851123
992	0.5870738826
993	0.5870628457
994	0.5870491406
995	0.5870398502
996	0.58702891
997	0.5870196337
998	0.5870068424
999	0.5869935174
1000	0.5869800416
1001	0.5869692689
1002	0.5869581363
1003	0.5869462187
1004	0.5869345814
1005	0.5869265653
1006	0.5869165662
1007	0.5869068442
1008	0.5868967149
1009	0.5868862957
1010	0.5868740573
1011	0.5868648757
1012	0.5868579361
1013	0.5868481304
1014	0.5868385681
1015	0.5868283853
1016	0.5868200662
1017	0.5868087597
1018	0.5867989065
1019	0.5867861852
1020	0.586772362
1021	0.5867633137
1022	0.5867491525
1023	0.5867397647
1024	0.5867286121
1025	0.5867172367
1026	0.5867065253
1027	0.5866911698
1028	0.5866785316
1029	0.5866670355
1030	0.58665513
1031	0.5866458745
1032	0.586633769
1033	0.5866232275
1034	0.586610368
1035	0.5866074909
1036	0.5865948941
1037	0.5865850632
1038	0.5865719232
1039	0.5865632664
1040	0.586548055
1041	0.5865422796
1042	0.5865323083
1043	0.5865225886
1044	0.5865108773
1045	0.5864968353
1046	0.5864940897
1047	0.5864829349
1048	0.5864758484
1049	0.5864648183
1050	0.5864578288
1051	0.5864489367
1052	0.5864400605
1053	0.5864284557
1054	0.5864154065
1055	0.5864036837
1056	0.5863949082
1057	0.5863877158
1058	0.5863799995
1059	0.5863690947
1060	0.5863594529
1061	0.586347925
1062	0.5863350201
1063	0.5863223673
1064	0.5863127231
1065	0.5863014638
1066	0.586292996
1067	0.58628158
1068	0.5862759935
1069	0.586263905
1070	0.5862561841
1071	0.5862478155
1072	0.5862356163
1073	0.5862222293
1074	0.5862079006
1075	0.5861964674
1076	0.5861859403
1077	0.5861752981
1078	0.5861662516
1079	0.5861560552
1080	0.5861450819
1081	0.5861373752
1082	0.586130103
1083	0.5861206816
1084	0.5861075043
1085	0.5860995948
1086	0.5860895553
1087	0.5860825202
1088	0.5860705951
1089	0.5860595823
1090	0.5860480476
1091	0.5860427755
1092	0.5860333937
1093	0.5860226455
1094	0.5860114538
1095	0.5860014801
1096	0.5859895649
1097	0.585980963
1098	0.585971489
1099	0.5859638263
1100	0.5859559878
1101	0.5859449562
1102	0.5859342029
1103	0.5859259428
1104	0.5859158267
1105	0.5859072393
1106	0.5858965684
1107	0.5858858668
1108	0.5858745237
1109	0.5858649082
1110	0.585856056
1111	0.5858442613
1112	0.585838417
1113	0.5858295097
1114	0.5858204968
1115	0.5858098987
1116	0.585799579
1117	0.5857901921
1118	0.5857865609
1119	0.5857758034
1120	0.585763341
1121	0.5857518578
1122	0.5857442176
1123	0.5857355475
1124	0.5857248292
1125	0.5857185503
1126	0.5857082747
1127	0.5856999388
1128	0.5856946819
1129	0.5856838345
1130	0.585676654
1131	0.5856700869
1132	0.5856602847
1133	0.5856500694
1134	0.5856416137
1135	0.5856332763
1136	0.5856226727
1137	0.5856182639
1138	0.5856115889
1139	0.5856020025
1140	0.5855913345
1141	0.5855833772
1142	0.5855731584
1143	0.5855619893
1144	0.5855511383
1145	0.585543781
1146	0.5855366538
1147	0.5855276672
1148	0.5855171319
1149	0.5855084543
1150	0.5854985548
1151	0.5854913578
1152	0.5854824227
1153	0.58547599
1154	0.5854678686
1155	0.5854639152
1156	0.5854547015
1157	0.5854480869
1158	0.5854442578
1159	0.5854328321
1160	0.5854235107
1161	0.5854156341
1162	0.5854044922
1163	0.585396508
1164	0.5853885213
1165	0.5853754453
1166	0.5853677193
1167	0.5853603537
1168	0.5853507334
1169	0.5853458852
1170	0.5853400225
1171	0.5853320103
1172	0.5853236626
1173	0.5853129467
1174	0.5853057772
1175	0.5852978684
1176	0.5852870406
1177	0.585279713
1178	0.5852730116
1179	0.5852650435
1180	0.5852589667
1181	0.5852501869
1182	0.5852430393
1183	0.5852344206
1184	0.5852238541
1185	0.5852182761
1186	0.5852115594
1187	0.5852005773
1188	0.5851924425
1189	0.5851843467
1190	0.5851751704
1191	0.5851653716
1192	0.5851555635
1193	0.5851471287
1194	0.585139206
1195	0.5851298489
1196	0.5851212083
1197	0.58511464
1198	0.5851069683
1199	0.5850997957
1200	0.5850919946
1201	0.5850813745
1202	0.5850739735
1203	0.5850644558
1204	0.5850578117
1205	0.5850484551
1206	0.5850411235
1207	0.5850331834
1208	0.585030118
1209	0.585023621
1210	0.5850166519
1211	0.5850086223
1212	0.5850000037
1213	0.5849979876
1214	0.5849893794
1215	0.5849798469
1216	0.584971774
1217	0.5849639836
1218	0.584962621
1219	0.584953799
1220	0.584943221
1221	0.5849347274
1222	0.5849256356
1223	0.584917961
1224	0.5849104578
1225	0.5849003563
1226	0.5848892181
1227	0.5848857746
1228	0.5848789936
1229	0.5848708041
1230	0.5848611755
1231	0.5848490968
1232	0.5848416165
1233	0.5848347012
1234	0.5848228235
1235	0.5848147917
1236	0.5848040331
1237	0.5847980606
1238	0.584790345
1239	0.5847837992
1240	0.5847786065
1241	0.5847703851
1242	0.584764868
1243	0.5847576435
1244	0.5847517177
1245	0.5847452135
1246	0.5847387222
1247	0.5847288592
1248	0.5847239412
1249	0.5847148532
1250	0.5847073787
1251	0.5847003943
1252	0.5846892372
1253	0.5846798036
1254	0.5846728684
1255	0.5846656321
1256	0.5846558958
1257	0.5846493601
1258	0.5846445167
1259	0.5846363854
1260	0.5846301161
1261	0.5846267681
1262	0.5846175398
1263	0.5846105867
1264	0.5846015759
1265	0.5845946626
1266	0.5845926392
1267	0.584584194
1268	0.584576174
1269	0.5845679244
1270	0.5845599217
1271	0.5845516072
1272	0.584543828
1273	0.5845367878
1274	0.5845268433
1275	0.5845206576
1276	0.584513025
1277	0.5845070991
1278	0.5845045309
1279	0.5844977294
1280	0.5844903895
1281	0.5844814567
1282	0.5844700458
1283	0.5844635875
1284	0.5844550014
1285	0.584448931
1286	0.5844453126
1287	0.5844368964
1288	0.5844318015
1289	0.5844251978
1290	0.5844188982
1291	0.5844100952
1292	0.5844021014
1293	0.5843922003
1294	0.5843849546
1295	0.5843789568
1296	0.5843702735
1297	0.5843623165
1298	0.5843547597
1299	0.584345023
1300	0.5843382023
1301	0.5843296091
1302	0.5843214739
1303	0.5843152429
1304	0.5843072901
1305	0.5843022213
1306	0.5842961136
1307	0.5842890528
1308	0.5842872998
1309	0.5842773995
1310	0.5842680716
1311	0.5842615164
1312	0.5842521791
1313	0.5842471091
1314	0.5842417406
1315	0.5842378059
1316	0.5842291207
1317	0.5842219681
1318	0.5842153855
1319	0.5842103588
1320	0.5842023174
1321	0.5841941092
1322	0.5841869451
1323	0.5841809589
1324	0.5841721054
1325	0.5841663451
1326	0.5841593305
1327	0.5841523423
1328	0.584143479
1329	0.58413381
1330	0.5841282784
1331	0.5841195022
1332	0.584112749
1333	0.5841058964
1334	0.5840999518
1335	0.5840928813
1336	0.5840853342
1337	0.5840750326
1338	0.5840684125
1339	0.5840621433
1340	0.5840544242
1341	0.5840477678
1342	0.5840416837
1343	0.5840336098
1344	0.584025001
1345	0.5840179671
1346	0.5840086614
1347	0.5840003363
1348	0.5839932971
1349	0.5839871256
1350	0.5839815803
1351	0.5839726375
1352	0.5839658602
1353	0.5839598105
1354	0.5839587697
1355	0.5839526462
1356	0.5839451913
1357	0.5839364428
1358	0.5839275071
1359	0.5839200322
1360	0.5839119158
1361	0.583909033
1362	0.5839036686
1363	0.5838970768
1364	0.5838890757
1365	0.5838865461
1366	0.5838796893
1367	0.5838721524
1368	0.5838659201
1369	0.5838599927
1370	0.5838545095
1371	0.5838479113
1372	0.5838390734
1373	0.5838308158
1374	0.5838243773
1375	0.5838171251
1376	0.5838117855
1377	0.5838057514
1378	0.5838002242
1379	0.5837935702
1380	0.5837865695
1381	0.5837774859
1382	0.5837722281
1383	0.5837650964
1384	0.5837573388
1385	0.5837512078
1386	0.5837421148
1387	0.5837343025
1388	0.5837282434
1389	0.5837210245
1390	0.5837139816
1391	0.5837071624
1392	0.5836992931
1393	0.5836917124
1394	0.5836839888
1395	0.5836775162
1396	0.5836703694
1397	0.58366343
1398	0.583656869
1399	0.5836524423
1400	0.5836469898
1401	0.5836400786
1402	0.5836336682
1403	0.5836281593
1404	0.5836213553
1405	0.5836147083
1406	0.5836115526
1407	0.5836035308
1408	0.5835977324
1409	0.5835913125
1410	0.5835837017
1411	0.5835735879
1412	0.5835670254
1413	0.5835633236
1414	0.5835547433
1415	0.5835448123
1416	0.5835370365
1417	0.5835306599
1418	0.5835254856
1419	0.5835200178
1420	0.5835137397
1421	0.5835074547
1422	0.5835050464
1423	0.5834974972
1424	0.5834924202
1425	0.5834879432
1426	0.5834802049
1427	0.5834743394
1428	0.5834676965
1429	0.5834613121
1430	0.5834517629
1431	0.5834449973
1432	0.5834377474
1433	0.5834312209
1434	0.5834242482
1435	0.583417209
1436	0.5834116361
1437	0.5834078239
1438	0.5834024959
1439	0.5833974395
1440	0.5833903108
1441	0.5833835057
1442	0.5833770707
1443	0.5833712269
1444	0.5833647585
1445	0.5833575874
1446	0.5833510513
1447	0.5833440695
1448	0.5833377475
1449	0.5833314918
1450	0.5833267643
1451	0.5833197619
1452	0.583313864
1453	0.5833064292
1454	0.58330038
1455	0.5832975238
1456	0.5832915509
1457	0.5832850679
1458	0.5832826388
1459	0.583277984
1460	0.58327099
1461	0.5832657532
1462	0.5832608791
1463	0.5832571755
1464	0.5832521699
1465	0.5832518982
1466	0.5832456488
1467	0.5832374771
1468	0.5832317179
1469	0.5832246296
1470	0.5832168554
1471	0.5832109892
1472	0.583204454
1473	0.5831998943
1474	0.5831918455
1475	0.5831889753
1476	0.5831832069
1477	0.5831760307
1478	0.5831690849
1479	0.5831642908
1480	0.5831595685
1481	0.5831553802
1482	0.5831539243
1483	0.5831473753
1484	0.5831399281
1485	0.5831379417
1486	0.5831299222
1487	0.583123866
1488	0.5831163152
1489	0.5831113672
1490	0.5831053363
1491	0.5830991173
1492	0.5830920312
1493	0.5830885806
1494	0.5830838659
1495	0.5830753849
1496	0.5830676413
1497	0.5830661932
1498	0.5830625042
1499	0.5830582546
1500	0.583050981
1501	0.5830484144
1502	0.5830427398
1503	0.5830385016
1504	0.5830325787
1505	0.5830277068
1506	0.5830211622
1507	0.5830167181
1508	0.5830114091
1509	0.5830053583
1510	0.5829990096
1511	0.5829929263
1512	0.5829909735
