iter	Logloss
1513	0.5829856948
1514	0.5829799921
1515	0.5829764038
1516	0.582970636
1517	0.5829649037
1518	0.5829645437
1519	0.5829557224
1520	0.582949757
1521	0.5829424616
1522	0.5829355833
1523	0.5829280689
1524	0.5829228785
1525	0.5829209931
1526	0.5829134052
1527	0.5829065109
1528	0.5829029177
1529	0.582896289
1530	0.582891716
1531	0.5828877114
1532	0.5828825993
1533	0.5828771407
1534	0.5828707494
1535	0.5828620607
1536	0.5828561487
1537	0.5828491203
1538	0.5828449336
1539	0.5828400072
1540	0.5828337222
1541	0.5828272973
1542	0.5828223511
1543	0.5828155928
1544	0.5828109917
1545	0.5828044481
1546	0.5827984388
1547	0.5827925076
1548	0.5827850036
1549	0.5827802466
1550	0.5827737596
1551	0.5827672239
1552	0.582759979
1553	0.5827583686
1554	0.5827539898
1555	0.5827523898
1556	0.5827469452
1557	0.5827435819
1558	0.5827380631
1559	0.5827300095
1560	0.5827232769
1561	0.5827195802
1562	0.5827137849
1563	0.5827056984
1564	0.582701062
1565	0.5826958899
1566	0.5826894956
1567	0.5826841349
1568	0.582678809
1569	0.5826743021
1570	0.5826716151
1571	0.5826657356
1572	0.5826615885
1573	0.5826599046
1574	0.5826533332
1575	0.5826475429
1576	0.5826410202
1577	0.5826332598
1578	0.5826290267
1579	0.5826267863
1580	0.5826206961
1581	0.5826143377
1582	0.5826080278
1583	0.5826037006
1584	0.5826000497
1585	0.5825950068
1586	0.5825908263
1587	0.5825839789
1588	0.5825791758
1589	0.582573418
1590	0.5825677243
1591	0.5825658091
1592	0.5825592308
1593	0.5825540461
1594	0.5825493774
1595	0.5825448537
1596	0.582539785
1597	0.5825348396
1598	0.5825297708
1599	0.5825282541
1600	0.582525935
1601	0.5825198813
1602	0.582515144
1603	0.5825109815
1604	0.582503911
1605	0.5825031475
1606	0.5824982049
1607	0.5824963303
1608	0.5824924361
1609	0.5824894195
1610	0.5824839908
1611	0.5824786226
1612	0.5824724738
1613	0.5824668163
1614	0.5824621305
1615	0.5824569584
1616	0.5824521667
1617	0.5824480511
1618	0.5824397677
1619	0.5824318146
1620	0.5824252155
1621	0.582420124
1622	0.5824144876
1623	0.5824104615
1624	0.5824062568
1625	0.5823991728
1626	0.582392787
1627	0.5823866392
1628	0.5823820537
1629	0.5823745085
1630	0.5823713802
1631	0.5823651876
1632	0.5823590957
1633	0.5823534524
1634	0.5823482131
1635	0.5823427127
1636	0.5823379649
1637	0.5823373349
1638	0.5823326878
1639	0.5823274026
1640	0.5823223456
1641	0.5823205617
1642	0.5823163202
1643	0.5823121928
1644	0.5823069166
1645	0.5823013922
1646	0.582295814
1647	0.5822919066
1648	0.5822865381
1649	0.5822799371
1650	0.5822754043
1651	0.5822705242
1652	0.5822639221
1653	0.5822576915
1654	0.5822531847
1655	0.5822500274
1656	0.5822426633
1657	0.5822377009
1658	0.5822323806
1659	0.5822268298
1660	0.5822209933
1661	0.5822167333
1662	0.5822119188
1663	0.5822058715
1664	0.5822010887
1665	0.5821963272
1666	0.5821948334
1667	0.5821911615
1668	0.5821873638
1669	0.5821829321
1670	0.5821775947
1671	0.582173124
1672	0.5821675012
1673	0.5821618385
1674	0.5821581055
1675	0.5821524126
1676	0.5821475876
1677	0.5821434052
1678	0.5821425427
1679	0.5821380484
1680	0.5821322672
1681	0.5821301218
1682	0.5821268705
1683	0.5821205649
1684	0.5821163397
1685	0.5821113061
1686	0.5821058534
1687	0.5821016422
1688	0.5820974174
1689	0.5820929167
1690	0.5820879369
1691	0.5820831163
1692	0.5820768285
1693	0.5820739155
1694	0.5820693485
1695	0.5820656554
1696	0.5820625148
1697	0.5820595796
1698	0.582053974
1699	0.5820497411
1700	0.5820434322
1701	0.582037572
1702	0.5820315228
1703	0.5820268001
1704	0.5820220888
1705	0.5820151872
1706	0.5820102471
1707	0.5820041338
1708	0.5819980231
1709	0.5819960723
1710	0.5819899539
1711	0.581986198
1712	0.5819810335
1713	0.5819767766
1714	0.581971351
1715	0.5819652731
1716	0.5819608667
1717	0.581955564
1718	0.581950013
1719	0.5819463361
1720	0.5819420844
1721	0.5819361573
1722	0.5819302738
1723	0.581925188
1724	0.5819213616
1725	0.5819166044
1726	0.5819103806
1727	0.5819041303
1728	0.5818994836
1729	0.581896255
1730	0.5818916818
1731	0.5818868344
1732	0.5818825767
1733	0.5818777035
1734	0.5818730175
1735	0.5818718505
1736	0.5818661607
1737	0.5818611697
1738	0.5818575204
1739	0.5818530393
1740	0.5818465755
1741	0.5818413389
1742	0.5818375384
1743	0.5818336851
1744	0.5818301393
1745	0.5818236702
1746	0.5818176581
1747	0.5818175297
1748	0.5818159809
1749	0.5818096875
1750	0.5818027811
1751	0.5817981607
1752	0.5817929302
1753	0.5817879884
1754	0.5817840926
1755	0.581779238
1756	0.5817747419
1757	0.581769764
1758	0.5817635166
1759	0.5817585318
1760	0.5817544534
1761	0.5817481806
1762	0.5817461523
1763	0.5817413215
1764	0.5817368429
1765	0.5817315775
1766	0.5817244148
1767	0.5817194111
1768	0.581715032
1769	0.5817099806
1770	0.5817048862
1771	0.581701917
1772	0.5816981504
1773	0.5816929075
1774	0.5816870448
1775	0.5816847886
1776	0.5816802687
1777	0.5816757515
1778	0.5816703749
1779	0.5816657789
1780	0.5816614907
1781	0.5816574309
1782	0.5816509001
1783	0.5816479083
1784	0.5816421568
1785	0.5816376512
1786	0.5816325578
1787	0.5816273133
1788	0.5816211245
1789	0.5816178603
1790	0.5816133717
1791	0.5816085974
1792	0.5816026987
1793	0.5815975075
1794	0.5815937207
1795	0.5815910827
1796	0.5815874522
1797	0.5815827383
1798	0.5815789037
1799	0.581575258
1800	0.5815724111
1801	0.5815675394
1802	0.5815625118
1803	0.5815577052
1804	0.5815524262
1805	0.5815460153
1806	0.5815406714
1807	0.5815368227
1808	0.5815320592
1809	0.5815272815
1810	0.581522951
1811	0.581519287
1812	0.5815155975
1813	0.5815106369
1814	0.5815040071
1815	0.5815001782
1816	0.5814975415
1817	0.5814935655
1818	0.5814871899
1819	0.5814836463
1820	0.5814820272
1821	0.5814779676
1822	0.5814734928
1823	0.5814682127
1824	0.5814671326
1825	0.5814623193
1826	0.5814569063
1827	0.5814528838
1828	0.5814481374
1829	0.5814432463
1830	0.5814396799
1831	0.5814353329
1832	0.5814288596
1833	0.5814242482
1834	0.5814196804
1835	0.5814141137
1836	0.5814109809
1837	0.5814066423
1838	0.5814028809
1839	0.5813970923
1840	0.5813969408
1841	0.5813927089
1842	0.5813915134
1843	0.5813888761
1844	0.5813842749
1845	0.5813784565
1846	0.5813727159
1847	0.5813689125
1848	0.5813674219
1849	0.5813622032
1850	0.5813574566
1851	0.5813562544
1852	0.5813553167
1853	0.5813530464
1854	0.5813493949
1855	0.5813450927
1856	0.5813400858
1857	0.5813345302
1858	0.5813308223
1859	0.5813249531
1860	0.5813192488
1861	0.5813135859
1862	0.581309264
1863	0.5813078832
1864	0.5813046395
1865	0.5813042901
1866	0.5812998272
1867	0.5812933219
1868	0.581289088
1869	0.5812844382
1870	0.581278646
1871	0.5812753198
1872	0.5812712769
1873	0.5812673509
1874	0.581263538
1875	0.5812592938
1876	0.5812545317
1877	0.5812509098
1878	0.581245284
1879	0.5812419184
1880	0.5812361124
1881	0.5812316233
1882	0.5812272812
1883	0.5812221228
1884	0.5812172558
1885	0.5812132696
1886	0.581209004
1887	0.5812062183
1888	0.5812029079
1889	0.5811974637
1890	0.5811944483
1891	0.5811908
1892	0.5811863328
1893	0.5811811834
1894	0.5811777095
1895	0.5811756688
1896	0.5811699012
1897	0.5811661022
1898	0.5811622917
1899	0.5811618382
1900	0.5811572113
1901	0.5811518026
1902	0.5811475229
1903	0.5811443625
1904	0.5811388566
1905	0.5811350403
1906	0.5811350403
1907	0.5811322312
1908	0.5811318994
1909	0.5811272883
1910	0.5811230415
1911	0.5811180628
1912	0.5811129332
1913	0.5811072104
1914	0.5811022274
1915	0.5810981025
1916	0.5810924834
1917	0.5810886003
1918	0.5810821269
1919	0.5810776786
1920	0.5810718875
1921	0.5810667484
1922	0.5810630242
1923	0.5810583042
1924	0.5810543978
1925	0.5810488736
1926	0.581042596
1927	0.58103763
1928	0.5810326276
1929	0.5810294985
1930	0.5810250011
1931	0.5810190862
1932	0.5810151965
1933	0.5810099563
1934	0.581003935
1935	0.5810013495
1936	0.5809958322
1937	0.5809955529
1938	0.5809920837
1939	0.580986744
1940	0.5809815585
1941	0.5809771139
1942	0.5809721333
1943	0.5809681503
1944	0.5809613766
1945	0.5809579227
1946	0.580953385
1947	0.5809494446
1948	0.5809452162
1949	0.5809421119
1950	0.5809373141
1951	0.5809343556
1952	0.5809305371
1953	0.580925559
1954	0.5809220668
1955	0.5809182873
1956	0.5809167539
1957	0.580911465
1958	0.5809064338
1959	0.5809014357
1960	0.5808968541
1961	0.5808907261
1962	0.5808889315
1963	0.5808885172
1964	0.5808882796
1965	0.5808844653
1966	0.5808788476
1967	0.5808734298
1968	0.5808674949
1969	0.5808627505
1970	0.5808584355
1971	0.580855155
1972	0.5808515387
1973	0.5808481606
1974	0.5808427107
1975	0.5808377384
1976	0.5808313688
1977	0.5808257073
1978	0.5808220077
1979	0.5808199918
1980	0.5808173708
1981	0.5808140682
1982	0.5808089058
1983	0.5808037011
1984	0.580799106
1985	0.5807946407
1986	0.5807893565
1987	0.5807844387
1988	0.5807807324
1989	0.5807784528
1990	0.5807751797
1991	0.5807704428
1992	0.5807701709
1993	0.5807650588
1994	0.580762711
1995	0.5807625163
1996	0.5807579463
1997	0.5807577217
1998	0.580753108
1999	0.5807481547
