iter	Passed	Remaining
1661	300672	61147
1662	300847	60965
1663	301025	60784
1664	301208	60603
1665	301396	60423
1666	301484	60224
1667	301686	60047
1668	301899	59873
1669	302084	59693
1670	302247	59508
1671	302407	59323
1672	302555	59136
1673	302733	58955
1674	302925	58776
1675	303129	58600
1676	303314	58420
1677	303463	58233
1678	303543	58033
1679	303700	57847
1680	303864	57663
1681	304008	57476
1682	304152	57288
1683	304346	57110
1684	304548	56933
1685	304714	56749
1686	304894	56568
1687	305073	56388
1688	305254	56207
1689	305448	56029
1690	305630	55848
1691	305841	55673
1692	306007	55489
1693	306110	55295
1694	306271	55110
1695	306424	54925
1696	306558	54736
1697	306713	54551
1698	306870	54366
1699	307025	54181
1700	307191	53997
1701	307338	53811
1702	307487	53625
1703	307642	53440
1704	307817	53258
1705	307991	53077
1706	308205	52902
1707	308384	52721
1708	308537	52536
1709	308636	52341
1710	308790	52156
1711	308944	51972
1712	309119	51790
1713	309294	51609
1714	309481	51429
1715	309639	51245
1716	309786	51059
1717	309966	50879
1718	310134	50696
1719	310298	50513
1720	310488	50334
1721	310689	50157
1722	310884	49979
1723	311065	49799
1724	311217	49614
1725	311371	49429
1726	311522	49244
1727	311674	49059
1728	311840	48877
1729	312002	48693
1730	312167	48511
1731	312333	48328
1732	312489	48144
1733	312634	47958
1734	312797	47775
1735	312886	47581
1736	313088	47404
1737	313283	47226
1738	313481	47049
1739	313625	46863
1740	313787	46680
1741	313948	46497
1742	314119	46315
1743	314281	46133
1744	314454	45951
1745	314628	45770
1746	314814	45591
1747	314879	45394
1748	315014	45207
1749	315170	45024
1750	315329	44841
1751	315512	44661
1752	315706	44483
1753	315895	44304
1754	316087	44126
1755	316237	43941
1756	316424	43762
1757	316584	43579
1758	316755	43398
1759	316957	43221
1760	317129	43040
1761	317304	42859
1762	317427	42671
1763	317589	42489
1764	317745	42306
1765	317917	42125
1766	318099	41945
1767	318305	41768
1768	318494	41589
1769	318759	41420
1770	318969	41244
1771	319183	41068
1772	319383	40891
1773	319604	40716
1774	319778	40535
1775	319913	40349
1776	320080	40167
1777	320260	39987
1778	320462	39810
1779	320611	39626
1780	320771	39443
1781	320922	39259
1782	321101	39079
1783	321294	38901
1784	321487	38722
1785	321673	38543
1786	321821	38359
1787	321973	38175
1788	322120	37991
1789	322274	37808
1790	322445	37627
1791	322623	37447
1792	322843	37271
1793	323066	37096
1794	323258	36918
1795	323421	36736
1796	323591	36554
1797	323778	36375
1798	323974	36197
1799	324192	36021
1800	324397	35844
1801	324610	35667
1802	324892	35498
1803	325163	35328
1804	325414	35155
1805	325617	34977
1806	325792	34796
1807	325960	34615
1808	326302	34452
1809	326507	34274
1810	326704	34095
1811	326907	33917
1812	327095	33737
1813	327265	33556
1814	327446	33376
1815	327623	33195
1816	327806	33015
1817	327987	32834
1818	328194	32657
1819	328373	32476
1820	328497	32290
1821	328700	32112
1822	328891	31932
1823	329107	31755
1824	329207	31567
1825	329421	31390
1826	329654	31215
1827	329883	31039
1828	330058	30858
1829	330215	30675
1830	330403	30496
1831	330586	30315
1832	330817	30139
1833	331047	29963
1834	331240	29784
1835	331441	29605
1836	331646	29427
1837	331857	29249
1838	332095	29074
1839	332253	28891
1840	332314	28700
1841	332469	28518
1842	332575	28331
1843	332759	28150
1844	332927	27969
1845	333115	27789
1846	333299	27609
1847	333490	27429
1848	333615	27244
1849	333796	27064
1850	333980	26884
1851	334062	26696
1852	334164	26509
1853	334292	26325
1854	334466	26144
1855	334631	25962
1856	334837	25784
1857	335054	25606
1858	335285	25430
1859	335488	25251
1860	335697	25073
1861	335896	24894
1862	336073	24713
1863	336179	24528
1864	336341	24346
1865	336411	24158
1866	336603	23978
1867	336822	23801
1868	337111	23628
1869	337360	23452
1870	337576	23274
1871	337766	23095
1872	337975	22916
1873	338217	22740
1874	338576	22571
1875	338904	22400
1876	339117	22222
1877	339288	22041
1878	339475	21860
1879	339707	21683
1880	339895	21503
1881	340155	21327
1882	340371	21148
1883	340526	20966
1884	340719	20786
1885	340901	20605
1886	341098	20426
1887	341406	20252
1888	341739	20081
1889	341958	19902
1890	342116	19720
1891	342296	19539
1892	342548	19362
1893	342796	19185
1894	343032	19007
1895	343192	18824
1896	343387	18644
1897	343560	18463
1898	343739	18282
1899	343827	18096
1900	343975	17913
1901	344114	17730
1902	344281	17548
1903	344520	17370
1904	344710	17190
1905	344898	17009
1906	344949	16822
1907	345158	16642
1908	345252	16457
1909	345447	16277
1910	345620	16096
1911	345864	15918
1912	346149	15742
1913	346327	15561
1914	346537	15381
1915	346717	15200
1916	346909	15020
1917	347120	14840
1918	347318	14660
1919	347498	14479
1920	347650	14296
1921	347794	14114
1922	347965	13933
1923	348142	13752
1924	348340	13571
1925	348539	13391
1926	348748	13211
1927	348920	13030
1928	349082	12848
1929	349307	12669
1930	349483	12488
1931	349710	12308
1932	350008	12131
1933	350204	11951
1934	350409	11770
1935	350625	11590
1936	350882	11412
1937	350947	11227
1938	351110	11045
1939	351275	10864
1940	351436	10682
1941	351660	10502
1942	351948	10324
1943	352177	10145
1944	352412	9965
1945	352598	9784
1946	352778	9603
1947	352966	9422
1948	353131	9240
1949	353300	9058
1950	353472	8877
1951	353648	8696
1952	353858	8515
1953	354026	8334
1954	354180	8152
1955	354324	7970
1956	354438	7787
1957	354619	7606
1958	354803	7425
1959	354986	7244
1960	355215	7064
1961	355440	6884
1962	355624	6703
1963	355701	6519
1964	355759	6336
1965	355925	6155
1966	356093	5974
1967	356280	5793
1968	356455	5612
1969	356623	5430
1970	356810	5249
1971	356997	5068
1972	357179	4887
1973	357343	4706
1974	357515	4525
1975	357704	4344
1976	357897	4163
1977	358092	3982
1978	358282	3801
1979	358425	3620
1980	358636	3439
1981	358826	3258
1982	358992	3077
1983	359150	2896
1984	359331	2715
1985	359506	2534
1986	359716	2353
1987	359895	2172
1988	360090	1991
1989	360240	1810
1990	360405	1629
1991	360607	1448
1992	360715	1266
1993	361024	1086
1994	361215	905
1995	361281	724
1996	361454	542
1997	361523	361
1998	361723	180
1999	361933	0
